metadata_profiler_version,metadata_timestamp_utc,inputs_profiler_settings_n_runs,inputs_profiler_settings_mode,inputs_profiler_settings_fidelity_calculated,inputs_circuit_properties_n_qubits,inputs_circuit_properties_depth,inputs_circuit_properties_total_gates,inputs_circuit_properties_gate_counts_h,inputs_circuit_properties_gate_counts_cx,inputs_circuit_properties_gate_counts_ry,inputs_circuit_properties_qasm_hash_sha256,inputs_environment_qibo_backend,inputs_environment_qibo_version,inputs_environment_python_version,inputs_environment_cpu_model,inputs_environment_cpu_cores_physical,inputs_environment_total_memory_value,inputs_environment_total_memory_unit,results_summary_runtime_avg_value,results_summary_runtime_avg_unit,results_summary_runtime_std_dev_value,results_summary_runtime_std_dev_unit,results_summary_cpu_utilization_avg_value,results_summary_cpu_utilization_avg_unit,results_summary_fidelity_value,results_summary_fidelity_unit,results_raw_metrics_runtime_per_run_values,results_raw_metrics_runtime_per_run_unit,error
1.0,2025-10-10T15:08:44.136750+08:00,3,basic,True,3,7,9,2,4,3,64ed69b5537a26476989452c38346f9f6148351d5aa9fe874426c1e0ebfe2e72,default,unknown,3.12.0,"Intel64 Family 6 Model 158 Stepping 9, GenuineIntel",4,15.91,GiB,0.00016313333374758562,seconds,1.433092939820974e-05,seconds,0.0,percent,0.9999999999999991,,"[0.00018339999951422215, 0.000152900000102818, 0.00015310000162571669]",seconds,
